Company ID,Client Status,Vertical Description,Group Description,Deal Type,Business Group,Enhanced Life Stage,Enhanced Lifestage Reason,State  ,Equity Raised To Date 
5911,Non-Client,Mobile,services (non-financial),Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,FL,"$7,325K"
5911,Non-Client,SaaS,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,MD,"$6,798K"
5911,Non-Client,Real Estate Technology,services (non-financial),Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,PA,"$8,691K"
5911,Non-Client,Internet of Things,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,MO,"$15,000K"
5911,Client,HR Tech,software,Early Stage VC,Tech,Mid/Late/Corp,Moody - $5-75MM,CA,"$25,600K"
5912,Non-Client,Cybersecurity,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,MI,"$4,730K"
5913,Non-Client,Manufacturing,energy services,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,LA,"$19,120K"
5915,Client,E-Commerce,retail,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,AL,"$6,514K"
5915,Non-Client,E-Commerce,consumer durables,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$11,500K"
5915,Client,HR Tech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,NY,"$14,000K"
5915,Client,AgTech,commercial products,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,IL,"$17,085K"
5915,Non-Client,Life Sciences,computer hardware,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,CA,"$6,390K"
5915,Non-Client,E-Commerce,apparel and accessories,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,IL,"$16,841K"
5915,Client,FinTech,other financial services,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,MA,"$32,000K"
5915,Non-Client,HealthTech,healthcare devices and supplies,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,IA,"$4,100K"
5916,Client,Cybersecurity,software,Early Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,NY,"$37,000K"
5916,Client,LOHAS & Wellness,healthcare services,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,CA,"$10,600K"
5916,Client,Life Sciences,pharmaceuticals and biotechnology,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,CA,"$49,100K"
5916,Former Client,Life Sciences,pharmaceuticals and biotechnology,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,NC,"$24,825K"
5916,Client,Mobile,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,WA,"$5,085K"
5916,Non-Client,FinTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$37,000K"
5917,Non-Client,Manufacturing,healthcare devices and supplies,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,MI,"$7,744K"
5918,Client,Cybersecurity,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,OR,"$9,000K"
5919,Non-Client,HealthTech,healthcare services,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,WA,"$5,911K"
5919,Non-Client,SaaS,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,IL,"$7,500K"
5921,Client,Mobile,commercial services,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,TX,"$13,722K"
5921,Non-Client,,healthcare devices and supplies,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,MA,"$21,500K"
5921,Client,,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,MA,"$40,000K"
5922,Non-Client,Life Sciences,pharmaceuticals and biotechnology,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,MN,"$34,377K"
5923,Client,SaaS,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,OR,"$17,377K"
5923,Non-Client,Manufacturing,healthcare devices and supplies,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,UT,"$16,175K"
5923,Non-Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,MA,"$7,588K"
5923,Client,Life Sciences,pharmaceuticals and biotechnology,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,CA,"$6,230K"
5923,Non-Client,E-Commerce,consumer non-durables,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,NY,"$10,500K"
5924,Non-Client,Life Sciences,pharmaceuticals and biotechnology,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,CT,"$30,600K"
5924,Client,Life Sciences,pharmaceuticals and biotechnology,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,CO,"$65,500K"
5924,Client,SaaS,software,Early Stage VC,Tech,Early Stage,Moody - <$5MM,CA,"$50,000K"
5927,Non-Client,,healthcare devices and supplies,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,NC,"$17,536K"
5927,Non-Client,Cybersecurity,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,OH,"$11,100K"
5927,Non-Client,AdTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$7,400K"
5934,Non-Client,CleanTech,computer hardware,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,WA,"$15,723K"
5934,Non-Client,FinTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,MA,"$14,300K"
5935,Non-Client,E-Commerce,consumer non-durables,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$9,931K"
5935,Non-Client,LOHAS & Wellness,consumer non-durables,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,VA,"$25,852K"
5935,Client,Life Sciences,pharmaceuticals and biotechnology,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,NC,"$15,700K"
5936,Non-Client,Big Data,computer hardware,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,MA,"$9,668K"
5937,Client,,healthcare devices and supplies,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,WA,"$6,692K"
5937,Non-Client,SaaS,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,NY,"$55,000K"
5937,Non-Client,Manufacturing,healthcare devices and supplies,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,CA,"$11,665K"
5938,Non-Client,Mobile,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,NH,"$8,463K"
5938,Client,Big Data,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$4,500K"
5938,Non-Client,TMT,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$21,000K"
5938,Non-Client,CleanTech,energy services,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,DC,"$47,328K"
5938,Client,Life Sciences,pharmaceuticals and biotechnology,IPO,LifeSci,Large Corporate,EXIT - IPO Event,NY,"$228,000K"
5939,Non-Client,,containers and packaging,Early Stage VC,Non,Early Stage,PB - Early Stage >=$4MM,PA,"$5,514K"
5939,Former Client,E-Commerce,apparel and accessories,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$82,807K"
5941,Non-Client,SaaS,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,OH,"$7,950K"
5941,Non-Client,AdTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CO,"$8,192K"
5942,Non-Client,,agriculture,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$5,550K"
5942,Non-Client,Internet of Things,computer hardware,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,MI,"$4,875K"
5942,Client,Restaurant Technology,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$30,720K"
5942,Client,Mobile,healthcare technology systems,Early Stage VC,LifeSci,Early Stage,Moody - <$5MM,WA,"$22,625K"
5945,Client,Life Sciences,pharmaceuticals and biotechnology,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,CA,"$30,700K"
5945,Client,FinTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,NY,"$4,250K"
5945,Non-Client,Manufacturing,other materials,Later Stage VC,Non,Mid/Late/Corp,PB - Later Stage <$50MM,NJ,"$12,164K"
5946,Former Client,EdTech,services (non-financial),Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,NJ,"$13,600K"
5947,Non-Client,Cybersecurity,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$8,640K"
5947,Client,SaaS,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$14,950K"
5947,Client,Life Sciences,consumer non-durables,Early Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$12,700K"
5947,Non-Client,FinTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,IL,"$25,175K"
5947,Non-Client,E-Commerce,consumer non-durables,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$32,842K"
5947,Non-Client,Mobile,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,,"$4,205K"
5947,Client,SaaS,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,MA,"$63,620K"
5948,Non-Client,Big Data,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$8,200K"
5948,Non-Client,Life Sciences,healthcare devices and supplies,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,CA,"$6,990K"
5948,Non-Client,SaaS,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$19,318K"
5948,Non-Client,Marketing Tech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,NY,"$26,000K"
5949,Client,Life Sciences,pharmaceuticals and biotechnology,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,CA,"$40,000K"
5950,Client,Big Data,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$13,600K"
5950,Client,,commercial services,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$20,100K"
5952,Client,Wearables & Quantified Self,healthcare technology systems,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,MA,"$10,350K"
5952,Client,Big Data,software,Seed Round,Tech,Early Stage,PB - Early Stage >=$4MM,WA,"$5,100K"
5953,Non-Client,Big Data,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CO,"$7,819K"
5953,Client,Big Data,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,VA,"$10,616K"
5953,Non-Client,Mobile,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,,"$20,590K"
5953,Non-Client,,"restaurants, hotels and leisure",Later Stage VC,Non,Mid/Late/Corp,PB - Later Stage <$50MM,NY,"$25,000K"
5953,Non-Client,Big Data,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$16,000K"
5953,Non-Client,SaaS,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,IL,"$23,099K"
5953,Non-Client,E-Commerce,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,MD,"$22,958K"
5953,Non-Client,FinTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,NY,"$122,000K"
5953,Non-Client,FinTech,software,Early Stage VC,Tech,Large Corporate,EXIT - IPO Event,CA,"$16,202K"
5953,Client,SaaS,software,Seed Round,Tech,Early Stage,PB - Early Stage >=$4MM,NY,"$15,000K"
5953,Non-Client,E-Commerce,consumer non-durables,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,NY,"$4,855K"
5954,Non-Client,Advanced Manufacturing,commercial products,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,,"$23,060K"
5955,Client,EdTech,services (non-financial),Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,IL,"$5,600K"
5955,Client,Internet of Things,healthcare technology systems,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,MA,"$78,500K"
5955,Non-Client,FinTech,software,Seed Round,Tech,Early Stage,PB - Early Stage >=$4MM,MA,"$8,466K"
5956,Non-Client,SaaS,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,MI,"$17,000K"
5956,Non-Client,Manufacturing,computer hardware,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,OH,"$8,250K"
5956,Non-Client,Big Data,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,WI,"$6,315K"
5956,Non-Client,FinTech,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,OH,"$4,300K"
5956,Non-Client,SaaS,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,IN,"$7,800K"
5957,Client,SaaS,healthcare technology systems,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,WI,"$12,525K"
5957,Non-Client,FinTech,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,TX,"$18,712K"
5957,Non-Client,FinTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,MI,"$33,883K"
5957,Non-Client,SaaS,healthcare technology systems,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,IL,"$5,217K"
5957,Client,FinTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,NY,"$158,170K"
5957,Non-Client,CleanTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,IN,"$14,140K"
5958,Non-Client,Mobile,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,WI,"$8,384K"
5958,Non-Client,SaaS,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,IL,"$7,725K"
5958,Non-Client,FinTech,insurance,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,OH,"$21,924K"
5959,Non-Client,FinTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,IL,"$26,775K"
5959,Client,FinTech,other financial services,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$316,620K"
5959,Client,,other business products and services,Seed Round,LifeSci,Early Stage,Moody - <$5MM,IL,"$10,558K"
5959,Non-Client,CleanTech,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,SC,"$35,882K"
5959,Non-Client,InsurTech,commercial services,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,MN,"$4,710K"
5959,Client,,commercial services,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,NY,"$117,616K"
5959,Client,Big Data,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,OH,"$49,951K"
5960,Non-Client,Big Data,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,KY,"$11,232K"
5960,Client,,healthcare devices and supplies,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,CA,"$15,000K"
5960,Client,FinTech,healthcare technology systems,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$42,500K"
5960,Non-Client,Big Data,commercial transportation,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,,
5960,Non-Client,Industrials,commercial services,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,KY,"$5,999K"
5960,Non-Client,Autonomous cars,transportation,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,,"$2,250,000K"
5962,Non-Client,Cybersecurity,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,MO,"$13,500K"
5962,Non-Client,Life Sciences,healthcare technology systems,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,PA,"$16,700K"
5962,Non-Client,FinTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,IL,"$5,316K"
5962,Non-Client,AdTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,NY,"$24,400K"
5963,Client,Cybersecurity,software,Early Stage VC,Tech,Early Stage,Moody - <$5MM,CA,"$29,500K"
5963,Client,SaaS,other business products and services,Early Stage VC,Non,Early Stage,PB - Early Stage >=$4MM,CA,"$9,600K"
5964,Non-Client,Industrials,commercial services,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,TX,"$23,050K"
5965,Client,Cybersecurity,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$62,900K"
5965,Non-Client,Big Data,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,OH,"$7,630K"
5966,Client,E-Commerce,apparel and accessories,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$10,215K"
5966,Non-Client,Mobile,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,MI,"$7,949K"
5966,Client,FinTech,software,Seed Round,Tech,Early Stage,PB - Early Stage >=$4MM,DE,"$4,000K"
5966,Non-Client,Internet of Things,semiconductors,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,OH,"$11,255K"
5966,Non-Client,Big Data,it services,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$45,000K"
5966,Non-Client,SaaS,healthcare technology systems,Seed Round,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,OH,$600K
5967,Client,Life Sciences,healthcare technology systems,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,IL,"$23,150K"
5967,Non-Client,HealthTech,healthcare technology systems,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,WI,"$4,750K"
5968,Non-Client,TMT,semiconductors,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,MI,"$9,930K"
5970,Non-Client,FinTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,IL,"$9,522K"
5970,Former Client,FinTech,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,,"$5,085K"
5971,Client,Artificial Intelligence & Machine Learning,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$26,000K"
5971,Non-Client,Life Sciences,healthcare technology systems,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,IL,"$520,000K"
5972,Client,AdTech,commercial services,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,FL,"$17,538K"
5972,Non-Client,Cybersecurity,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,,"$16,800K"
5973,Client,CleanTech,energy services,Early Stage VC,Tech,Early Stage,Moody - <$5MM,WA,"$27,410K"
5973,Non-Client,HealthTech,healthcare devices and supplies,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,MA,"$8,500K"
5973,Client,HealthTech,healthcare technology systems,Early Stage VC,LifeSci,Early Stage,Moody - <$5MM,NY,"$31,944K"
5974,Client,E-Commerce,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,NY,"$9,815K"
5975,Non-Client,AdTech,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$15,000K"
5976,Non-Client,Big Data,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,WI,"$39,059K"
5976,Non-Client,AgTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,IL,"$5,575K"
5976,Client,Big Data,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,MA,"$14,000K"
5977,Client,Big Data,other business products and services,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$7,710K"
5977,Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,MA,"$43,500K"
5978,Client,CleanTech,"exploration, production and refining",Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,NY,"$24,220K"
5978,Client,eSports,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$76,000K"
5980,Client,Life Sciences,pharmaceuticals and biotechnology,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,CA,"$9,800K"
5980,Client,SaaS,software,Early Stage VC,Tech,Early Stage,Moody - <$5MM,CA,"$50,000K"
5980,Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,CA,"$57,838K"
5980,Client,Real Estate Technology,services (non-financial),Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,MO,"$4,250K"
5980,Client,Internet of Things,commercial products,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,OH,"$17,678K"
5981,Non-Client,FinTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,NY,"$27,940K"
5982,Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Large Corporate,EXIT - IPO Event,CA,"$84,550K"
5983,Non-Client,Cybersecurity,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,,"$5,500K"
5983,Client,Big Data,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$20,000K"
5984,Client,Artificial Intelligence & Machine Learning,software,Seed Round,Tech,Early Stage,Moody - <$5MM,CA,$550K
5984,Client,Artificial Intelligence & Machine Learning,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$25,850K"
5985,Client,Robotics and Drones,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$15,500K"
5985,Client,Big Data,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,WA,"$8,600K"
5985,Non-Client,Real Estate Technology,services (non-financial),Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,WA,"$6,493K"
5991,Client,EdTech,software,Early Stage VC,Tech,Early Stage,Moody - <$5MM,CA,"$5,567K"
5994,Client,SaaS,healthcare technology systems,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$6,773K"
5995,Client,Life Sciences,pharmaceuticals and biotechnology,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,CA,"$29,550K"
5995,Client,Big Data,software,Early Stage VC,Tech,Early Stage,Moody - <$5MM,VA,"$23,700K"
5996,Client,Life Sciences,pharmaceuticals and biotechnology,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,CA,"$41,000K"
5997,Client,Cybersecurity,software,Seed Round,Tech,Early Stage,PB - Early Stage >=$4MM,CA,
5997,Client,Mobile,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$37,500K"
5998,Client,SaaS,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,WA,"$4,500K"
5998,Client,CleanTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,GA,"$7,900K"
5998,Non-Client,HealthTech,healthcare devices and supplies,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,MI,"$16,810K"
5998,Non-Client,Life Sciences,healthcare devices and supplies,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$32,597K"
5998,Client,E-Commerce,"restaurants, hotels and leisure",Early Stage VC,Tech,Mid/Late/Corp,Moody - $5-75MM,TX,"$48,729K"
5999,Non-Client,Internet of Things,communications and networking,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$7,025K"
5999,Non-Client,,healthcare devices and supplies,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$4,127K"
5999,Non-Client,Mobile,healthcare devices and supplies,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$18,016K"
5999,Non-Client,,healthcare devices and supplies,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$32,310K"
5999,Non-Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,MD,"$5,942K"
6000,Non-Client,E-Commerce,retail,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,TN,"$10,896K"
6000,Non-Client,TMT,media,Seed Round,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$8,650K"
6000,Non-Client,,consumer durables,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,NJ,"$8,452K"
6000,Non-Client,Robotics and Drones,commercial products,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,OH,"$4,000K"
6001,Non-Client,Manufacturing,healthcare devices and supplies,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,KY,"$5,900K"
6001,Client,Big Data,software,Early Stage VC,Tech,Early Stage,Moody - <$5MM,MD,"$7,000K"
6001,Non-Client,Mobile,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,WA,"$9,952K"
6002,Non-Client,Cryptocurrency/Blockchain,media,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,TN,"$11,199K"
6002,Non-Client,FinTech,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$29,017K"
6002,Non-Client,LOHAS & Wellness,consumer durables,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$30,000K"
6002,Non-Client,FinTech,capital markets/institutions,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,NY,"$6,419K"
6002,Non-Client,E-Commerce,retail,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,GA,"$12,204K"
6002,Non-Client,LOHAS & Wellness,consumer non-durables,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,NC,"$7,383K"
6002,Non-Client,CleanTech,energy services,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,NY,"$8,167K"
6003,Non-Client,Real Estate Technology,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,NY,"$4,910K"
6003,Non-Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,OR,"$19,365K"
6003,Client,E-Commerce,consumer non-durables,Early Stage VC,Tech,Large Corporate,Moody - >$75MM,NY,"$61,214K"
6003,Non-Client,CleanTech,commercial services,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$34,486K"
6003,Non-Client,Internet of Things,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,FL,"$4,637K"
6004,Non-Client,TMT,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$60,000K"
6004,Non-Client,Life Sciences,healthcare devices and supplies,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,CA,"$9,971K"
6005,Non-Client,CleanTech,energy services,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$6,827K"
6006,Non-Client,Digital Health,healthcare devices and supplies,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,MD,"$19,223K"
